::::::::5/9/2024
:TOPIC:PART:見出し語:アクセント:英訳:注釈:注釈英訳:Page
1:1:0:職場:しょくば0:workplace:::42
2:1:0:同僚:どうりょう0:colleague:::42
3:1:0:孫:まご7:grandchild:::42
4:1:0:ダンナ:ダンナ0:husband:::42
5:1:0:うわさ話:うわさば7なし:rumour :::42
6:1:0:イメージ:イメ7ージ / イ7メージ:image:::42
7:1:0:きちんとしている:きち7んとしている:organised:::43
8:1:0:几帳面な:きちょうめ7んな:methodical / thorough / precise:::43
9:1:0:ただ:た7だ:but:::43
10:1:0:気にする:きにする0:mind / worry about :::43
11:1:0:気になる:きにな7る:be on one's mind / be worried about :::43
12:1:0:手がかかる:て7が　かか7る:troublesome / difficult:::43
13:1:0:相談にのる:そうだんにのる0:take part in a consultation:::43
14:1:0:～って感じ:～ってかんじ0:seem (like)～:::43
15:1:0:頑固な:が7んこな:stubborn:::43
16:1:0:彼女:か7のじょ:girlfriend:::43
17:1:0:気さくな:きさくな0:friendly:::43
18:1:0:楽な:らく7な:comfortable:::43
19:1:0:飽きる:あき7る:get sick of:::43
20:1:0:サークル:サークル0:club:::43
21:1:0:のりがいい:のりがい7い:light-hearted / up for anything:::43
22:1:0:気が短い:きがみじか7い:short tempered:::43
23:1:0:おおらかな:お7おらかな:big hearted / easy going:::43
24:1:0:怒りっぽい:おこりっぽ7い:get angry easily:::43
25:1:0:自分勝手な:じぶんか7ってな:selfish:::43
26:1:0:神経質な:しんけ7いしつな:nervous / highly strung / sensitive:::43
27:1:0:頼りになる:た7よりに　な7る:reliable:::43
28:1:0:性格:せいかく0:personality:::43
29:1:0:プラス評価:ぷらすひょ7うか:positive rating:::43
30:1:0:マイナス評価:まいなすひょ7うか:negative rating:::43
31:1:0:アンケート:ア7ンケート / アンケ7ート:questionnaire:::43
32:1:0:理想:りそう0:ideal:::43
33:1:0:上司:じょ7うし:boss:::43
34:1:0:イチロー:イチロー0:Ichiro:プロ野球選手の名前:name of a professional baseball player.:43
35:1:0:プロ野球選手:ぷろやきゅうせ7んしゅ:professional baseball player:::43
36:1:0:結果を出す:けっかをだ7す:get good results:::43
37:1:0:存在感:そんざ7いかん:presence:::43
38:1:0:才能:さいのう0:talent:::43
39:1:0:リーダーシップ:リーダーシ7ップ:leadership:::43
40:1:0:所ジョージ:と7ころ　ジョ7ージ:George Tokoro:日本のタレントの名前:name of a Japanese TV personality.:43
41:1:0:タレント:タレント0:celebrity:::43
42:1:0:兄貴:あ7にき:senior:::43
43:1:0:ユーモア:ユ7ーモア:humour:::43
44:1:0:うるさいことを言う:うるさ7いことをいう:complain / picky:::43
45:1:0:励ます:はげま7す:encourage:::43
46:1:0:天海祐希:あ7まみ　ゆ7うき:Yuki Amami:日本の女優の名前:name of a Japanese actress.:43
47:1:0:女優:じょゆう0:actress:::43
48:1:0:仕事ができる:しごとができ7る:capable:::43
49:1:0:てきぱきしている:て7きぱきしている:prompt / businesslike :::43
50:1:0:パワフルな:パ7ワフルな:powerful:::43
51:1:1:パートナー:パ7ートナー:partner:::44
52:1:1:ある～:あ7る～:a certain～ / a～:::44
53:1:1:カフェ:カ7フェ:café:::44
54:1:1:～同士:～ど7うし:between～:::44
55:1:1:相手:あいて7:partner:::44
56:1:1:満足する:ま7んぞくする:be satisfied:::44
57:1:1:不満:ふまん0:dissatisfaction:::44
58:1:1:不満足:ふま7んぞく:dissatisfaction:::44
59:1:1:性格:せいかく0:personality:::44
60:1:1:人柄:ひとがら0:personality / character:::44
61:1:1:だらしない:だらしな7い:untidy:::44
62:1:1:ルーズな:ル7ーズな:slovenly / careless:::44
63:1:1:おおらかな:お7おらかな:big hearted / easy going:::44
64:1:1:怒りっぽい:おこりっぽ7い:get angry easily:::44
65:1:1:きれい好きな:きれいずきな0:tidy:::44
66:1:1:神経質な:しんけ7いしつな:nervous / highly strung / sensitive:::44
67:1:1:几帳面な:きちょうめ7んな:methodical / thorough / precise:::44
68:1:1:根はいい人:ねはい7いひと:person who is good at heart:::44
69:1:1:ハキハキしている:ハ7キハキしている:unhesitating:::44
70:1:1:パワフルな:パ7ワフルな:powerful:::44
71:1:1:マイペースな:マイペ7ースな:work at one's own pace:::44
72:1:1:発言:はつげん0:statement :::45
73:1:1:具体例:ぐた7いれい:example:::45
74:1:1:好み:こ7のみ:liking / taste:::45
75:1:1:～が合う:～があ7う:match / coincide:::45
76:1:1:具体的に:ぐたいてきに0:concretely:::45
77:1:1:ダンナ:ダンナ0:husband:::45
78:1:1:ストレス:スト7レス:stress:::45
79:1:1:気が楽な:きがらく7な:relaxing:::45
80:1:1:存在:そんざい0:existence:::45
81:1:1:空気:く7うき:air:::45
82:1:1:もともと:もともと0:naturally / by nature:::45
83:1:1:気に入る:きにいる0:like:::45
84:1:1:イライラ（する）:い7らいら（する）:be irritated:::45
85:1:1:突然:とつぜん0:suddenly:::script
86:1:1:このたび:この7たび:this time:::script
87:1:1:ヒューヒュー:ヒュ7ーヒュ7ー:hyu hyu :はやし立てる言い方:sound people make when hooting with laughter.:script
88:1:1:学生時代:がくせいじ7だい:university days:::script
89:1:1:つき合い:つきあ7い:socialising:::script
90:1:1:お互い:おたがい0:one another:::script
91:1:1:いい歳:い7い　とし7:old enough:::script
92:1:1:籍（を）入れる:せ7き（を）いれる:have a name entered in the family register:「正式に結婚する」の意味:means to officially get married.:script
93:1:1:正式に:せいしきに0:formally / officially:::script
94:1:1:なんていうか:な7んてい7うか:I mean / well:::script
95:1:1:～感じ:～かんじ0:seem (like)～:::script
96:1:1:平気で:へいきで0:without concern:::script
97:1:1:～連続:～れんぞく0:～in a row:::script
98:1:1:得意な:とくいな0 / とく7いな:good at:::script
99:1:1:カミさん:カミさん0:my wife:::script
100:1:1:外食:がいしょく0:eat out:::script
101:1:1:散らかる:ちらかる0:be in a mess:::script
102:1:1:おしゃれな:おしゃ7れな:fashionable / smart:::script
103:1:1:ロマンチックな:ロマンチ7ックな:romantic:::script
104:1:1:価値観:かち7かん:sense of values:::script
105:1:1:気を遣う:きをつかう0:bother:::script
106:1:1:相方:あいかた0:one's partner:::script
107:1:1:かえって:か7えって:all the more:::script
108:1:1:幸せな:しあわせな0:happy:::script
109:1:1:あんまり～ない:あんまり～な7い:not much / many / very～:「あまり～ない」と同じ意味。話しことばで使う。:same meaning as あまり～ない. Spoken Japanese:script
110:1:1:うまくいく:う7まくいく:go well:::script
111:1:1:機嫌:きげん0:mood:::script
112:1:1:そのくせ:そのくせ0:nevertheless:::script
113:1:1:酔う:よ7う:get drunk / intoxicated:::script
114:1:2:学生思い:がくせいお7もい:always thinking about students:::46
115:1:2:苦手な:にがてな0:not good at / dislike:::46
116:1:2:トロント:トロ7ント:Toronto:::46
117:1:2:先輩:せんぱい0:one's senior:::46
118:1:2:後輩:こうはい0:one's junior:::46
119:1:2:話しかける:はなしかけ7る:talk to:::46
120:1:2:カナダ:カ7ナダ:Canada:::46
121:1:2:日本語教育:にほんごきょ7ういく:Japanese education:::46
122:1:2:大学院生:だいがくい7んせい:graduate student:::46
123:1:2:うわさ:うわさ0:rumour:::46
124:1:2:担当:たんとう0:the person in charge:::46
125:1:2:タイプ:タ7イプ:type:::46
126:1:2:どっちかというと:どっちかというと0 / どっちかとい7うと:rather:「どちらかというと」と同じ意味。話しことばで使う。:same meaning as どちらかというと. Spoken Japanese.:46
127:1:2:頼りになる:た7よりに　な7る:reliable:::46
128:1:2:雰囲気:ふんい7き:atmosphere:::46
129:1:2:～感じ:～かんじ0:seem (like)～:::46
130:1:2:気さくな:きさくな0:friendly:::46
131:1:2:レポート:レポート0 / レポ7ート:report:::46
132:1:2:締め切り:しめきり0:deadline:::46
133:1:2:遅れる:おくれる0:be late:::46
134:1:2:受け取る:うけとる0:collect:::46
135:1:2:単位:た7んい:credit:::47
136:1:2:たしかに:た7しかに:surely:::47
137:1:2:指導:しどう0 / し7どう:teach:::47
138:1:2:一生懸命な:いっしょうけ7んめいな:with all one's might:::47
139:1:2:学期:がっき0:term / semester:::47
140:1:2:細かく:こまか7く:in detail:::47
141:1:2:丁寧に:て7いねいに:carefully / thoroughly:::47
142:1:2:感動する:かんどうする0:be moved:::47
143:1:2:成績:せいせき0:results / grade:::47
144:1:2:出席率:しゅっせき7りつ:attendance rate:::47
145:1:2:落ちる:おち7る:fall:::47
146:1:2:声をかける:こ7えを　かけ7る:talk to:::47
147:1:2:個人指導する:こじんし7どうする:give individual guidance:::47
148:1:2:面:め7ん:aspect / side:::47
149:1:2:相談する:そうだんする0:consult:::48
150:1:2:マイペースな:マイペ7ースな:at one's own pace:::48
151:1:2:自分勝手な:じぶんか7ってな:selfish:::48
152:1:2:タレント:タレント0:celebrity:::48
153:1:2:子どもっぽい:こどもっぽ7い:childish:::48
154:1:2:意外に:いがいに0:unexpectedly:::48
155:1:2:クールな:ク7ールな:cool:::48
156:1:2:意地悪な:いじ7わるな:bad natured / nasty:::48
157:1:2:冗談が通じる:じょうだ7んが つうじる0:get a joke:::48
158:1:2:～によって:～によって0:depending on～:::49
159:1:2:意見:い7けん:opinion:::49
160:1:2:やる気:やるき0:motivation :::49
161:1:2:ドライな:ドラ7イな:unsentimental:::49（script）
162:1:2:役立つ:やくだ7つ:useful:::49（script）
163:1:2:細かい:こまか7い:detail:::49（script）
164:1:2:勉強になる:べんきょうにな7る:learn:::49（script）
165:1:2:ボランティア:ボラ7ンティア:volunteer:::49（script）
166:1:2:無責任な:むせ7きにんな:irresponsible:::49（script）
167:1:2:変わった:かわった0:unusual:::49（script）
168:1:2:省略する:しょうりゃくする0:abbreviation:::49
169:1:2:分ける:わけ7る:divide:::50
170:1:2:体験する:たいけんする0:experience:::50
171:1:2:エピソード:エ7ピソード:anecdote:::50
172:1:2:判断:は7んだん:judgement / decision:::50
173:1:2:述べる:のべ7る:express / say / state:::50
174:1:2:課題:かだい0:assignment:::RP
175:1:2:発表:はっぴょう0:presentation:::RP
176:1:2:ごちそうする:ごちそうする0:entertain / treat:::RP
177:1:2:事務:じ7む:office work / business:::50
178:1:2:共通:きょうつう0:common / mutual:::50
179:1:2:有名人:ゆうめ7いじん:famous-people:::50
180:1:3:旅行会社:りょこうが7いしゃ:travel agency:::51
181:1:3:オフィス:オ7フィス:office:::51
182:1:3:チーム:チ7ーム:team:::51
183:1:3:ひとこと:ひと7こと:in one word:::51
184:1:3:気をつける:きをつけ7る:take care:::51
185:1:3:発想:はっそう0:idea:::51
186:1:3:ツアー:ツ7アー:tour:::51
187:1:3:人気がある:にんきがあ7る:popular:::51
188:1:3:訪ねる:たずね7る:visit:::51
189:1:3:ただ:た7だ:but:::51
190:1:3:アイデア:ア7イデア:idea:::51
191:1:3:企画する:きかくする0:plan / arrange:::51
192:1:3:たまたま:たまたま0:by chance / unexpectantly:::51
193:1:3:通る:と7おる:go through:::51
194:1:3:やる気:やるき0:motivation :::51
195:1:3:協力する:きょうりょくする0:cooperate:::51
196:1:3:なかなか～ない:なかなか0～ない:be slow in～:::51
197:1:3:ユニークな:ユニ7ークな:unique:::52
198:1:3:思いつく:おもいつ7く:think of :::52
199:1:3:プラン:プ7ラン:plan:::52
200:1:3:頑固な:が7んこな:stubborn:::52
